mbti,function_pair,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,BMajor_count,Dminor_count,D#_Ebminor_count,Gminor_count,A#/BbMajor_count,F#/GbMajor_count,Bminor_count
INFP,NF,0.5239333333333333,0.1574223329426003,0.7252444444444444,0.1674563926350482,-6.0246,2.9019729057064856,0.5777777777777777,0.4994946941609586,0.0831066666666666,0.0708854851150783,0.1336195711111111,0.2184929009674316,0.1720444444444444,0.1198667888562427,0.4442599999999999,0.206186359217269,128.99584444444443,32.74450586875436,0.0312605006666666,0.1169327427235391,1.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0
INFP,NF,0.5715,0.1308661317700055,0.5888478260869564,0.1927434642086965,-6.773565217391305,3.192602064162807,0.7608695652173914,0.4312659714888845,0.0560934782608695,0.0439872527099179,0.3406821956521739,0.3247668313188278,0.1761391304347826,0.0967407635057295,0.4599956521739131,0.2103318488658885,131.57189130434784,30.12933978716004,0.0806609652173912,0.1810593506148542,1.0,3.0,0.0,6.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
INFP,NF,0.6465000000000001,0.1072476154532498,0.7333600000000001,0.1624951817182056,-4.578360000000001,1.6610324642664087,0.6,0.4948716593053935,0.07298,0.0695395937724748,0.19027228,0.1959098928681078,0.170216,0.1188511697674955,0.52184,0.2039881309072182,117.79082,23.605052105981944,0.0002757743999999,0.0013179814663389,4.0,2.0,1.0,8.0,3.0,3.0,3.0,1.0,2.0,0.0,2.0,6.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0
INFP,NF,0.5469473684210526,0.1637726994221668,0.3572631578947368,0.176843886617316,-10.953105263157894,4.551168005086861,0.8947368421052632,0.3153017676423056,0.0716684210526315,0.0753770525987818,0.6526526315789474,0.2768938893600078,0.1597947368421052,0.0862071759947074,0.3317421052631579,0.1986758479863604,110.30542105263156,28.191860187168665,0.01350632,0.0582408864500784,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0
INFP,NF,0.57512,0.1350270781611403,0.5871400000000001,0.1926121205417557,-7.152980000000001,2.709427113857489,0.76,0.4314191105869001,0.0544199999999999,0.0529511943169541,0.347586872,0.3047304471100058,0.1385519999999999,0.0862767337805316,0.402292,0.200661239395949,112.79906,25.9678273964189,0.0501229568,0.1461484905790827,2.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,5.0,2.0,4.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0
INFP,NF,0.5583400000000001,0.11224055980485,0.4226399999999999,0.1427993826088523,-8.1648,2.916215894418166,0.86,0.3505098327538655,0.050484,0.0488527080694027,0.664306,0.2569967683509992,0.1571419999999999,0.0856160462978376,0.328194,0.1688914280034994,105.87642,32.07466469965836,0.0777927485999999,0.1982748070540803,3.0,3.0,0.0,2.0,2.0,3.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,3.0,1.0,5.0,0.0,3.0,0.0,0.0,1.0,5.0,4.0,1.0
INFP,NF,0.5468799999999999,0.1214011128617923,0.560424,0.2503367548739423,-8.131820000000001,3.9898460084344616,0.8,0.4040610178208843,0.0660259999999999,0.0703880202295584,0.345506,0.3447915029752305,0.204924,0.1510446123582333,0.4641399999999999,0.2147341982972608,125.74298,31.0545951461852,0.0780637778,0.231200578341704,3.0,3.0,0.0,2.0,3.0,2.0,1.0,5.0,0.0,7.0,3.0,6.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
INFP,NF,0.546088888888889,0.1621765062884239,0.5325333333333334,0.1721515716929812,-8.825066666666665,2.8454068681744875,0.7555555555555555,0.4346134936801765,0.0428355555555555,0.0287333758700381,0.3347546117777778,0.3160715916084884,0.1703822222222222,0.0946239838155808,0.4001488888888888,0.2102311872701338,120.51024444444444,31.294585983372706,0.2449191742222222,0.3343754398400118,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,5.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0
INFP,NF,0.5922499999999999,0.1596578807603586,0.3303535714285714,0.269115722708642,-13.14267857142857,5.719592338837338,0.9642857142857144,0.1889822365046137,0.0731428571428571,0.0415391687408708,0.6542833214285715,0.3430371711432012,0.1429464285714286,0.0815475797589987,0.3835321428571429,0.2150629538385368,121.50674999999998,33.34429305784991,0.0613313,0.1989403311021949,0.0,4.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
INFP,NF,0.5394720000000001,0.1398934157543827,0.64518,0.1978660328069866,-6.431620000000001,2.204114065069396,0.48,0.5046720495044484,0.0548319999999999,0.0342621731085821,0.2357297106,0.2920708125927443,0.186392,0.1278632174774022,0.372288,0.1873643843053488,119.29912,28.81722623400873,0.108509481,0.2454353759332798,1.0,6.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,3.0,4.0,3.0,0.0,2.0,6.0,2.0,5.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0
INFP,NF,0.6315,0.147608866776425,0.5163,0.1632235539725458,-6.158240000000001,1.862264964597505,0.92,0.2740475156178697,0.118966,0.1206975738389643,0.540214,0.2725753765886584,0.182176,0.1240195188061055,0.48112,0.2304125528043034,113.67648,30.0941568036734,0.026488011,0.1399739213375345,0.0,3.0,1.0,6.0,4.0,1.0,1.0,5.0,1.0,3.0,0.0,6.0,0.0,3.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0
INFP,NF,0.5522,0.1539948316121853,0.516062,0.2218413120007273,-7.980860000000002,3.7593019272199992,0.84,0.3703280399090205,0.057694,0.0445004260928924,0.358674,0.3479130932299276,0.151544,0.1179766600230913,0.346746,0.2075063866339481,131.54356,32.97368802988597,0.0143512188,0.0928598646680062,0.0,9.0,0.0,2.0,4.0,1.0,4.0,5.0,0.0,4.0,1.0,6.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0
INFP,NF,0.55804,0.1447442445368057,0.5225380000000001,0.2187067619215375,-8.851759999999999,2.999645139284421,0.62,0.4903143514780145,0.058712,0.0665348570299809,0.377329838,0.3582438235429943,0.172154,0.1384855922808859,0.3931519999999999,0.2379786495654171,122.37043999999996,27.81180248520254,0.1101255918,0.227356934076448,3.0,3.0,0.0,3.0,4.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,3.0,0.0,3.0,4.0
INFP,NF,0.5477599999999999,0.1513247029215181,0.58494,0.2082785036964708,-7.1704,3.1063596517007315,0.66,0.4785181206984066,0.06798,0.0550646410492028,0.32040828,0.3026480250356192,0.1522899999999999,0.0971049658243856,0.3811759999999999,0.2135836055391471,125.40068,28.803915508663128,0.0498470618,0.1465357916147919,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
INFP,NF,0.4566200000000001,0.1491621347694501,0.68324,0.245568524872719,-7.824440000000001,3.726629768987261,0.7,0.4629100498862757,0.062628,0.039228238683429,0.1687894302,0.2782479099379487,0.184952,0.1517755340989462,0.36797,0.2130384800443146,127.72426000000002,26.573545243504324,0.1467433834,0.2823289970860696,0.0,6.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
INFP,NF,0.6018200000000001,0.1522480106099711,0.611582,0.2108370622358528,-7.971520000000001,3.471607686384403,0.6,0.4948716593053935,0.094124,0.0921598269201889,0.3089719999999999,0.3220954129396051,0.1946579999999999,0.1148164570618903,0.4419279999999999,0.2336455610098164,119.30158000000002,31.14284637423798,0.198788296,0.3182694140217744,2.0,6.0,1.0,3.0,5.0,3.0,1.0,0.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0
INFP,NF,0.59426,0.1609317018273939,0.5603708,0.224956857368025,-9.22238,5.529958969069467,0.72,0.4535573676110727,0.058218,0.0533580577087376,0.33048234,0.305012808593385,0.1712959999999999,0.1065725047054054,0.464196,0.2473571316859863,112.36852,24.844172843858377,0.1119063882,0.2234799197962204,3.0,5.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,5.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,3.0
INFP,NF,0.730923076923077,0.0899034696001986,0.7878076923076922,0.1089465994809454,-3.757653846153846,1.86811202966648,0.3846153846153846,0.4961389383568339,0.1070923076923077,0.0713814145170963,0.081745923076923,0.0968921581396237,0.1658538461538461,0.1183776574553466,0.6003461538461539,0.1543758899071205,119.22646153846154,22.15349282118876,0.0027541192307692,0.0132414707984579,1.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
INFP,NF,0.56528,0.1296332408869621,0.58352,0.2255238111325611,-8.04932,3.7373344175456698,0.72,0.4535573676110727,0.059074,0.0429043017204854,0.39158472,0.3430481472223027,0.128408,0.069172726252063,0.397052,0.2096319137956639,123.58244,31.2624699457444,0.0577060464,0.1844093078588159,1.0,2.0,1.0,2.0,7.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,4.0,7.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0
INFP,NF,0.59458,0.1349058764850667,0.524204,0.1918075544467869,-6.914039999999999,2.848746376344285,0.72,0.4535573676110727,0.072378,0.0762497461755561,0.520916,0.2663949234669827,0.174088,0.101200009357102,0.3984939999999999,0.2257005189382151,111.83422,27.69806357137035,0.0553596893999999,0.1682023023244902,2.0,2.0,4.0,4.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0,1.0,4.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0
INFP,NF,0.65074,0.1418245265337791,0.6778940000000001,0.1879664064753734,-6.947780000000002,3.8447699874940096,0.58,0.4985693819032897,0.100704,0.1080805424539627,0.1705971839999999,0.2291305966506627,0.189152,0.1305987752544379,0.5186219999999999,0.2515643986119252,125.6163,29.79172814742717,0.1572746856,0.3102965184691579,2.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,4.0,2.0,0.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,1.0,4.0
INFP,NF,0.5475000000000001,0.1412106907555992,0.55598,0.1801188371886851,-8.00496,3.296820372691833,0.6,0.4948716593053935,0.049332,0.0363973336094493,0.3682551,0.3185058480817831,0.144084,0.0976699865331605,0.396254,0.2424438813332239,127.00912000000002,28.6098958694151,0.1123035706,0.2332712659546828,1.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,6.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0
INFP,NF,0.6092,0.1558080975601272,0.5358999999999999,0.1989770010297057,-6.829160000000002,2.6188045750779074,0.84,0.3703280399090204,0.063316,0.0673845993426645,0.4621655800000001,0.2918693908353801,0.149082,0.0766740561981531,0.42768,0.211333272924303,115.86802,29.16907516776028,0.0005414812,0.0026232022596776,2.0,9.0,2.0,2.0,8.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0
INFP,NF,0.53026,0.1418930051058161,0.69014,0.1629067606118948,-6.733359999999999,2.594439373674681,0.52,0.5046720495044484,0.055892,0.0561456045856282,0.185469508,0.214289831210712,0.197954,0.1232348251369336,0.46668,0.1821336625130241,123.22546000000004,32.82354200017333,0.1950368405999999,0.3097121033535605,6.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
INFP,NF,0.66038,0.1178267302752093,0.3519024,0.1820265595171008,-12.3468,4.397410248994194,0.66,0.4785181206984066,0.1051199999999999,0.1062044197550658,0.591266,0.2898475127668734,0.13581,0.0784704292412506,0.3259899999999999,0.1967528090197007,110.58880000000003,33.55675085765082,0.7607702336000002,0.2641295257969909,1.0,4.0,2.0,4.0,2.0,1.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0
INFP,NF,0.677,0.1284548677988673,0.6053799999999999,0.1634437917487981,-6.878460000000001,2.128136956713692,0.48,0.5046720495044484,0.0961279999999999,0.0972168794447733,0.254596,0.2309387390806558,0.215218,0.1562018117561969,0.4243639999999999,0.2212232502081394,124.91396,27.316769234046003,0.0074107208,0.0303263724389806,2.0,6.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,5.0,4.0,1.0,5.0,2.0,1.0,0.0,3.0,1.0,1.0,4.0
INFP,NF,0.7543400000000001,0.0909448386301795,0.7844400000000001,0.1480404191911307,-5.1287400000000005,3.206820701669032,0.7,0.4629100498862757,0.1967439999999999,0.1296095268607258,0.0778560599999999,0.1222322610264957,0.2169259999999999,0.1612900085598128,0.53054,0.2243616077237996,129.51612,30.493766105409623,0.1155394228,0.2447966769205443,3.0,5.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,5.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0
INFP,NF,0.5662391304347826,0.1502484142689638,0.6116782608695653,0.2019597032557,-7.03095652173913,3.8558905122568095,0.6304347826086957,0.4880207487471504,0.0670478260869565,0.0637417558560597,0.2968469782608696,0.3298994249929642,0.195441304347826,0.1159796985608294,0.4969999999999999,0.2035211154756293,130.27621739130436,31.79402443570737,0.1457772136956521,0.2719190843810823,0.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0
INFP,NF,0.50726,0.1381798310691025,0.47814,0.1910348840886802,-8.906699999999999,2.8796626946039834,0.6,0.4948716593053935,0.058716,0.0478509307695284,0.519086,0.3261814544522287,0.146392,0.079525092535986,0.309222,0.1790117876520073,108.71444,26.86789657364798,0.0363323948,0.1161051676210496,2.0,5.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,3.0,5.0,5.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
INFP,NF,0.64314,0.1098811992980767,0.73478,0.1796141317561917,-4.2093,2.2284618768860947,0.8,0.4040610178208843,0.0647539999999999,0.0346638740960519,0.1818792,0.2150994279429579,0.187244,0.1283030407643862,0.520194,0.2176662661797943,124.39551999999998,26.048280772317188,6.0538e-05,0.0002757219533352,0.0,3.0,2.0,2.0,3.0,0.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,6.0,0.0,8.0,2.0,2.0,1.0,1.0,0.0,2.0,6.0,2.0
INFP,NF,0.5335599999999999,0.1489915981742951,0.5016660000000001,0.2162614664743413,-8.92562,3.8421622520425145,0.68,0.4712120714991611,0.074012,0.0824166756457077,0.446017872,0.3588424850561998,0.189726,0.1089925157700176,0.3876379999999998,0.2080449940444104,126.0439,33.78380936293935,0.2330313364,0.3262638856592842,1.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,4.0,6.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0
INFP,NF,0.5564399999999999,0.1567221849812786,0.563084,0.2140463657190913,-8.30216,3.6965266287062897,0.64,0.4848732213850611,0.062384,0.0523835476586506,0.36425526,0.3394723979000841,0.1625,0.1241547865384503,0.420632,0.2653217641787774,131.71442,29.48556944668884,0.0963169114,0.208225889809491,1.0,6.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,6.0,2.0,3.0,1.0,2.0,4.0,5.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0
INFP,NF,0.58182,0.1218581795300067,0.605802,0.1973575874975602,-5.91748,3.14178965793286,0.6,0.4948716593053936,0.0523639999999999,0.0303029651677716,0.359158,0.3009649119829385,0.1577739999999999,0.1125758461968586,0.4422,0.1863102525468784,119.51099999999998,31.70020932397251,0.0101824868,0.0689757822028976,3.0,6.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,6.0,1.0,3.0,0.0,4.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0
INFP,NF,0.62384,0.1353322985115089,0.6361800000000001,0.1719584299551873,-7.613480000000002,3.221268587981817,0.76,0.4314191105868999,0.055342,0.0505696492423053,0.3003034,0.2767016167658894,0.185888,0.1139918680236016,0.565104,0.2503289957358565,122.15684000000002,29.13290669088122,0.1277242856,0.2828308680619202,2.0,8.0,1.0,2.0,3.0,0.0,2.0,4.0,0.0,5.0,3.0,5.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0
INFP,NF,0.51022,0.1547047602924449,0.6845399999999999,0.1851455257744181,-7.223380000000001,2.715135565375576,0.62,0.4903143514780145,0.04931,0.026257323565366,0.1470610259999999,0.2034255421368791,0.18341,0.1381607452593255,0.4941279999999999,0.2391577287063916,124.70837999999998,27.054057045252105,0.141122749,0.2447641580004689,1.0,5.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,5.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0
INFP,NF,0.6977600000000002,0.0871097267232306,0.8125999999999999,0.10554619841567,-3.67272,1.5522643899563409,0.42,0.4985693819032897,0.097006,0.0677965576454397,0.098818,0.1028137474528874,0.19413,0.114015962452095,0.63078,0.1605573570346721,116.12322,27.0219308335104,7.803939999999999e-05,0.0004639649789185,0.0,4.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
INFP,NF,0.62168,0.1589774005245746,0.6191,0.193659837480726,-7.03594,3.1625343583517163,0.64,0.4848732213850611,0.072892,0.0531659198804524,0.234353764,0.2593216427646804,0.175536,0.1436504796727253,0.53481,0.2180050067296246,125.59018,30.595837912683216,0.0231193663999999,0.0783912355555072,0.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,3.0,4.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0
INFP,NF,0.6005400000000001,0.131475800520282,0.67804,0.1640578494287417,-7.172840000000001,3.06926550649952,0.76,0.4314191105869001,0.1071319999999999,0.1094702614355858,0.2448716762,0.2689940908297412,0.168748,0.1161088304399043,0.54118,0.1888552723054112,131.70427999999998,28.84657881249189,0.0385845824,0.1548908865325355,1.0,8.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,8.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0
